posi_id,legacy_id,title,issn_online,openalex_source_id,article_count,minted_or_reused
POSI-J-013080,j-bench-methods-in-psychology-3206,"Methods in Psychology",2590-2601,S4210237878,217,reused
POSI-J-001125,j-bench-methodsx-3207,"MethodsX",2215-0161,S2898269294,4070,reused
POSI-J-009396,j-bench-micro-and-nano-engineering-3208,"Micro and Nano Engineering",2590-0072,S4210214524,376,reused
POSI-J-025724,j-bench-micro-and-nanostructures-3209,"Micro and Nanostructures",2773-0123,S4210180586,1366,minted
POSI-J-005037,j-bench-the-microbe-3210,"The Microbe",2950-1946,S4387290354,767,reused
POSI-J-025725,j-bench-microbes-and-infection-3211,"Microbes and Infection",1286-4579,S56361996,4171,minted
POSI-J-025726,j-bench-microbial-pathogenesis-3212,"Microbial Pathogenesis",0882-4010,S113190374,9298,minted
POSI-J-025727,j-bench-microbial-risk-analysis-3213,"Microbial Risk Analysis",2352-3522,S2898539291,281,minted
POSI-J-025728,j-bench-microbiological-research-3214,"Microbiological Research",0944-5013,S106450229,3912,minted
POSI-J-025729,j-bench-microbiome-and-one-health-3215,"MicroBiome and One Health",3117-633X,S5407056727,4,minted
POSI-J-025730,j-bench-microelectronic-engineering-3216,"Microelectronic Engineering",0167-9317,S158028765,14101,minted
POSI-J-025731,j-bench-microelectronics-journal-3217,"Microelectronics Journal",1879-2391,S98831239,9549,minted
POSI-J-025732,j-bench-micron-3218,"Micron",0968-4328,S141109035,3803,minted
POSI-J-025733,j-bench-microporous-and-mesoporous-materials-3219,"Microporous and Mesoporous Materials",1387-1811,S52195378,14561,minted
POSI-J-025734,j-bench-microprocessors-and-microsystems-3220,"Microprocessors and Microsystems",0141-9331,S195663827,9987,minted
POSI-J-025735,j-bench-microvascular-research-3221,"Microvascular Research",0026-2862,S174346720,4833,minted
POSI-J-025736,j-bench-midwifery-3222,"Midwifery",0266-6138,S183131812,5420,minted
POSI-J-025737,j-bench-minerals-engineering-3223,"Minerals Engineering",0892-6875,S181849944,10837,minted
POSI-J-019515,j-bench-mitochondrial-communications-3224,"Mitochondrial Communications",2590-2792,S4387284624,44,reused
POSI-J-025738,j-bench-mitochondrion-3225,"Mitochondrion",1567-7249,S140584875,3127,minted
POSI-J-025739,j-bench-model-organisms-research-3226,"Model Organisms Research",3117-8170,S7407058901,14,minted
POSI-J-025740,j-bench-modern-pathology-3227,"Modern Pathology",0893-3952,S33606366,6296,minted
POSI-J-025741,j-bench-molecular-aspects-of-medicine-3228,"Molecular Aspects of Medicine",0098-2997,S61794117,1587,minted
POSI-J-025742,j-bench-molecular-and-biochemical-parasitology-3229,"Molecular and Biochemical Parasitology",0166-6851,S144099348,6928,minted
POSI-J-025743,j-bench-molecular-catalysis-3230,"Molecular Catalysis",2468-8231,S2764968843,6159,minted
POSI-J-025744,j-bench-molecular-cell-3231,"Molecular Cell",1097-2765,S156208185,10604,minted
POSI-J-025745,j-bench-molecular-and-cellular-neuroscience-3232,"Molecular and Cellular Neuroscience",1044-7431,S47891569,3859,minted
POSI-J-001626,j-bench-molecular-and-cellular-probes-3233,"Molecular and Cellular Probes",0890-8508,S118384808,2512,reused
POSI-J-000869,j-bench-molecular-cellular-proteomics-3234,"Molecular & Cellular Proteomics",1535-9476,S104550190,6115,reused
POSI-J-025746,j-bench-molecular-chemistry-engineering-3235,"Molecular Chemistry & Engineering",3050-7960,S5407047484,39,minted
POSI-J-025747,j-bench-molecular-and-digital-medicine-3236,"Molecular and Digital Medicine",3117-7026,S7407057972,11,minted
POSI-J-025748,j-bench-molecular-genetics-and-metabolism-3237,"Molecular Genetics and Metabolism",1096-7192,S42433034,12675,minted
POSI-J-002881,j-bench-molecular-genetics-and-metabolism-reports-3238,"Molecular Genetics and Metabolism Reports",2214-4269,S2764617610,1348,reused
POSI-J-001730,j-bench-molecular-metabolism-3239,"Molecular Metabolism",2212-8778,S2764545133,2374,reused
POSI-J-025749,j-bench-molecular-phylogenetics-and-evolution-3240,"Molecular Phylogenetics and Evolution",1055-7903,S96989847,8254,minted
POSI-J-025750,j-bench-molecular-plant-3241,"Molecular Plant",1674-2052,S150334665,3129,minted
POSI-J-025751,j-bench-molecular-therapy-advances-3242,"Molecular Therapy Advances",3117-387X,S5407055139,171,minted
POSI-J-002132,j-bench-molecular-therapy-methods-clinical-development-3243,"Molecular Therapy - Methods & Clinical Development",2329-0501,S2764588101,1834,reused
POSI-J-001297,j-bench-molecular-therapy-nucleic-acids-3244,"Molecular Therapy - Nucleic Acids",2162-2531,S2764969478,3374,reused
POSI-J-004563,j-bench-molecular-therapy-oncolytics-3245,"Molecular Therapy - Oncolytics",2372-7705,S2898235705,820,reused
POSI-J-007708,j-bench-molecular-therapy-oncology-3246,"Molecular Therapy: Oncology",2950-3299,S5407037028,500,reused
POSI-J-025752,j-bench-molecules-and-cells-3247,"Molecules and Cells",1016-8478,S171170158,3996,minted
POSI-J-025753,j-bench-morphologie-3248,"Morphologie",1286-0115,S188233609,3119,minted
POSI-J-025754,j-bench-motricit-c-r-brale-3249,"Motricité Cérébrale",0245-5919,S2898125181,794,minted
POSI-J-025755,j-bench-mucosal-immunology-3250,"Mucosal Immunology",1933-0219,S68384121,2428,minted
POSI-J-013054,j-bench-multimodal-transportation-3251,"Multimodal Transportation",2772-5863,S4220651863,218,reused
POSI-J-025756,j-bench-multiple-sclerosis-and-related-disorders-3252,"Multiple Sclerosis and Related Disorders",2211-0348,S2764622253,6465,minted
POSI-J-025757,j-bench-musculoskeletal-science-and-practice-3253,"Musculoskeletal Science and Practice",2468-7812,S4210206556,1569,minted
POSI-J-025758,j-bench-mutation-research-3254,"Mutation Research",0027-5107,S4394735698,11745,minted
POSI-J-025759,j-bench-mutation-research-fundamental-and-molecular-mechanisms-of-mu-3255,"Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis",1386-1964,S4394735698,11745,minted
POSI-J-025760,j-bench-mutation-research-genetic-toxicology-and-environmental-mutag-3256,"Mutation Research/Genetic Toxicology and Environmental Mutagenesis",1383-5718,S29775604,4809,minted
POSI-J-025761,j-bench-mutation-research-reviews-in-mutation-research-3257,"Mutation Research/Reviews in Mutation Research",1383-5742,S155491289,1088,minted
POSI-J-017192,j-bench-nam-journal-3258,"NAM Journal",3050-6204,S4404675443,123,reused
POSI-J-005894,j-bench-nano-biomedicine-and-engineering-3259,"Nano Biomedicine and Engineering",2150-5578,S100777229,639,reused
POSI-J-025762,j-bench-nano-communication-networks-3260,"Nano Communication Networks",1878-7789,S95203059,469,minted
POSI-J-025763,j-bench-nano-energy-3261,"Nano Energy",2211-2855,S2497301991,11542,minted
POSI-J-025764,j-bench-nano-materials-science-3262,"Nano Materials Science",2589-9651,S4210230927,585,minted
POSI-J-025765,j-bench-nano-structures-nano-objects-3263,"Nano-Structures & Nano-Objects",2352-507X,S2764574320,1441,minted
POSI-J-025766,j-bench-nano-today-3264,"Nano Today",1748-0132,S183222223,3390,minted
POSI-J-016867,j-bench-nano-transmed-3265,"Nano TransMed",2790-6760,S4387997735,111,reused
POSI-J-012935,j-bench-nano-trends-3266,"Nano Trends",2666-9781,S4387287985,219,reused
POSI-J-025767,j-bench-nanoimpact-3267,"NanoImpact",2452-0748,S2898242488,634,minted
POSI-J-025768,j-bench-nanomedicine-nanotechnology-biology-and-medicine-3268,"Nanomedicine: Nanotechnology, Biology and Medicine",1549-9634,S80729884,4105,minted
POSI-J-004516,j-bench-natural-gas-industry-b-3269,"Natural Gas Industry B",2352-8540,S2738169147,850,reused
POSI-J-009694,j-bench-natural-hazards-research-3270,"Natural Hazards Research",2666-5921,S4210213427,356,reused
POSI-J-013119,j-bench-natural-language-processing-journal-3271,"Natural Language Processing Journal",2949-7191,S4387285670,218,reused
POSI-J-009649,j-bench-nature-based-solutions-3272,"Nature-Based Solutions",2772-4115,S4210179217,360,reused
POSI-J-025769,j-bench-ndt-e-international-3273,"NDT & E International",0963-8695,S4210233251,10162,minted
POSI-J-001527,j-bench-nefrolog-a-3274,"Nefrología",0211-6995,S172832105,2747,reused
POSI-J-002710,j-bench-nefrolog-a-english-edition-3275,"Nefrología (English Edition)",2013-2514,S4210218938,1437,reused
POSI-J-025770,j-bench-nefroplus-3276,"NefroPlus",1888-9700,S4306520707,452,minted
POSI-J-001454,j-bench-neoplasia-3277,"Neoplasia",1476-5586,S20008548,2909,reused
POSI-J-025771,j-bench-neural-networks-3278,"Neural Networks",0893-6080,S123019304,10363,minted
POSI-J-000805,j-bench-neurobiology-of-disease-3279,"Neurobiology of Disease",0969-9961,S35878148,7324,reused
POSI-J-025772,j-bench-neurobiology-of-learning-and-memory-3280,"Neurobiology of Learning and Memory",1074-7427,S78120914,3651,minted
POSI-J-012872,j-bench-neurobiology-of-pain-3281,"Neurobiology of Pain",2452-073X,S2898382964,223,reused
POSI-J-015518,j-bench-neurobiology-of-sleep-and-circadian-rhythms-3282,"Neurobiology of Sleep and Circadian Rhythms",2451-9944,S2898384152,142,reused
POSI-J-004781,j-bench-neurobiology-of-stress-3283,"Neurobiology of Stress",2352-2895,S2898353726,800,reused
POSI-J-025773,j-bench-neurochemistry-international-3284,"Neurochemistry International",0197-0186,S53315755,8864,minted
POSI-J-025774,j-bench-neurochirurgie-3285,"Neurochirurgie",0028-3770,S193119689,4368,minted
POSI-J-025775,j-bench-neurocirug-a-3286,"Neurocirugía",1130-1473,S4210192732,3464,minted
POSI-J-025776,j-bench-neurocirug-a-english-edition-3287,"Neurocirugía (English Edition)",2529-8496,S4210211227,371,minted
POSI-J-001115,j-bench-neuroimage-clinical-3288,"NeuroImage: Clinical",2213-1582,S2898194095,4060,reused
POSI-J-009581,j-bench-neuroimage-reports-3289,"Neuroimage: Reports",2666-9560,S4210233596,370,reused
POSI-J-025777,j-bench-neuroimage-stroke-3290,"NeuroImage Stroke",3117-5740,S7407057930,4,minted
POSI-J-025778,j-bench-neuroimaging-clinics-of-north-america-3291,"Neuroimaging Clinics of North America",1052-5149,S40536870,2566,minted
POSI-J-025779,j-bench-neuroimmunology-reports-3292,"Neuroimmunology Reports",2667-257X,S4210218560,281,minted
POSI-J-001793,j-bench-neurolog-a-3293,"Neurología",0213-4853,S26718882,2288,reused
POSI-J-025780,j-bench-neurolog-a-argentina-3294,"Neurología Argentina",1853-0028,S2898453876,838,minted
POSI-J-002000,j-bench-neurolog-a-english-edition-3295,"Neurología (English Edition)",2173-5808,S4210230888,1995,reused
POSI-J-025781,j-bench-neurologic-clinics-3296,"Neurologic Clinics",0733-8619,S62844684,3025,minted
POSI-J-001578,j-bench-neurology-perspectives-3297,"Neurology Perspectives",2667-0496,S4210203361,2632,reused
POSI-J-025782,j-bench-neuromarkers-3298,"NeuroMarkers",2950-5887,S4404677811,54,minted
POSI-J-025783,j-bench-neuromodulation-technology-at-the-neural-interface-3299,"Neuromodulation: Technology at the Neural Interface",1094-7159,S121762105,6646,minted
POSI-J-025784,j-bench-neuromuscular-disorders-3300,"Neuromuscular Disorders",0960-8966,S50004817,16006,minted
POSI-J-025785,j-bench-neuron-communications-3301,"Neuron Communications",3117-8731,,0,minted
POSI-J-025786,j-bench-neuropeptides-3302,"Neuropeptides",0143-4179,S86238769,4384,minted
POSI-J-025787,j-bench-neurophysiologie-clinique-3303,"Neurophysiologie Clinique",0987-7053,S49614445,4473,minted
POSI-J-025788,j-bench-neuropsychiatrie-de-l-enfance-et-de-l-adolescence-3304,"Neuropsychiatrie de l'Enfance et de l'Adolescence",0222-9617,S99404374,3870,minted
POSI-J-000938,j-bench-neuroscience-applied-3305,"Neuroscience Applied",2772-4085,S4210236820,5437,reused
POSI-J-025789,j-bench-neuroscience-biobehavioral-reviews-3306,"Neuroscience & Biobehavioral Reviews",0149-7634,S170052170,7493,minted
POSI-J-011711,j-bench-neuroscience-informatics-3307,"Neuroscience Informatics",2772-5286,S4210237490,256,reused
POSI-J-025790,j-bench-neurosurgery-clinics-of-north-america-3308,"Neurosurgery Clinics of North America",1042-3680,S15020371,2659,minted
POSI-J-025791,j-bench-neurotoxicology-3309,"NeuroToxicology",0161-813X,S115834843,3931,minted
POSI-J-025792,j-bench-neurotoxicology-and-teratology-3310,"Neurotoxicology and Teratology",0892-0362,S149459226,4254,minted
POSI-J-025793,j-bench-new-astronomy-3311,"New Astronomy",1384-1076,S102436923,2825,minted
POSI-J-025794,j-bench-new-astronomy-reviews-3312,"New Astronomy Reviews",1387-6473,S108771763,1734,minted
POSI-J-000903,j-bench-new-biotechnology-3313,"New Biotechnology",1871-6784,S139345353,5772,reused
POSI-J-025795,j-bench-new-carbon-materials-3314,"New Carbon Materials",1872-5805,S131385101,1386,minted
POSI-J-025796,j-bench-new-crops-3315,"New Crops",2949-9526,S4387291341,92,minted
POSI-J-025797,j-bench-new-ideas-in-psychology-3316,"New Ideas in Psychology",0732-118X,S158706580,1757,minted
POSI-J-002116,j-bench-new-microbes-and-new-infections-3317,"New Microbes and New Infections",2052-2975,S2765012804,1861,reused
POSI-J-025798,j-bench-new-scientist-3318,"New Scientist",0262-4079,S104920066,56746,minted
POSI-J-018599,j-bench-new-techno-humanities-3319,"New Techno-Humanities",2664-3294,S4210216510,67,reused
POSI-J-025799,j-bench-newton-3320,"Newton",2950-6360,S5407037126,341,minted
POSI-J-025800,j-bench-next-bioengineering-3321,"Next Bioengineering",3050-7235,S5407047467,42,minted
POSI-J-025801,j-bench-next-chemical-engineering-3322,"Next Chemical Engineering",3050-7243,S5407047468,90,minted
POSI-J-005293,j-bench-next-energy-3323,"Next Energy",2949-821X,S4387287365,870,reused
POSI-J-001613,j-bench-next-materials-3324,"Next Materials",2949-8228,S4387287712,3079,reused
POSI-J-006550,j-bench-next-nanotechnology-3325,"Next Nanotechnology",2949-8295,S4387288079,660,reused
POSI-J-025802,j-bench-next-research-3326,"Next Research",3050-4759,S4404663819,2269,minted
POSI-J-009134,j-bench-next-sustainability-3327,"Next Sustainability",2949-8236,S4387292877,441,reused
POSI-J-017910,j-bench-nexus-3328,"Nexus",2950-1601,S5407036958,91,reused
POSI-J-011416,j-bench-nfs-journal-3329,"NFS Journal",2352-3646,S2898411350,267,reused
POSI-J-025803,j-bench-nitric-oxide-3330,"Nitric Oxide",1089-8603,S152998702,4246,minted
POSI-J-006878,j-bench-non-coding-rna-research-3331,"Non-coding RNA Research",2468-0540,S2898601998,531,reused
POSI-J-025804,j-bench-nonlinear-analysis-3332,"Nonlinear Analysis",0362-546X,S70695507,15537,minted
POSI-J-025805,j-bench-nonlinear-analysis-hybrid-systems-3333,"Nonlinear Analysis: Hybrid Systems",1751-570X,S49302835,1582,minted
POSI-J-025806,j-bench-nonlinear-analysis-real-world-applications-3334,"Nonlinear Analysis: Real World Applications",1468-1218,S114104845,4373,minted
POSI-J-025807,j-bench-nonlinear-science-3335,"Nonlinear Science",3050-5178,S4404674446,204,minted
POSI-J-025808,j-bench-the-north-american-journal-of-economics-and-finance-3336,"The North American Journal of Economics and Finance",1062-9408,S155526628,2510,minted
POSI-J-004449,j-bench-north-american-spine-society-journal-nassj-3337,"North American Spine Society Journal (NASSJ)",2666-5484,S4210180920,866,reused
POSI-J-025809,j-bench-npg-neurologie-psychiatrie-g-riatrie-3338,"NPG Neurologie - Psychiatrie – Gériatrie",1627-4830,S2898186560,1776,minted
POSI-J-016103,j-bench-nuclear-analysis-3339,"Nuclear Analysis",2773-1839,S4387280054,133,reused
POSI-J-025810,j-bench-nuclear-data-sheets-3340,"Nuclear Data Sheets",0090-3752,S123665906,2825,minted
POSI-J-025811,j-bench-nuclear-engineering-and-design-3341,"Nuclear Engineering and Design",0029-5493,S102681701,19411,minted
POSI-J-000841,j-bench-nuclear-engineering-and-technology-3342,"Nuclear Engineering and Technology",1738-5733,S82136278,6723,reused
POSI-J-001948,j-bench-nuclear-materials-and-energy-3343,"Nuclear Materials and Energy",2352-1791,S2764871868,2096,reused
POSI-J-025812,j-bench-nuclear-medicine-and-biology-3344,"Nuclear Medicine and Biology",0969-8051,S24354371,6214,minted
POSI-J-025813,j-bench-nuclear-and-particle-physics-proceedings-3345,"Nuclear and Particle Physics Proceedings",2405-6014,S2898370247,2044,minted
POSI-J-025814,j-bench-nurse-education-in-practice-3346,"Nurse Education in Practice",1471-5953,S139566883,3888,minted
POSI-J-025815,j-bench-nurse-education-today-3347,"Nurse Education Today",0260-6917,S62565178,8798,minted
POSI-J-025816,j-bench-nurse-leader-3348,"Nurse Leader",1541-4612,S173466246,2941,minted
POSI-J-025817,j-bench-nursing-clinics-of-north-america-3349,"Nursing Clinics of North America",0029-6465,S111525073,4926,minted
POSI-J-025818,j-bench-nursing-outlook-3350,"Nursing Outlook",0029-6554,S163228481,4094,minted
POSI-J-025819,j-bench-nursing-for-women-s-health-3351,"Nursing for Women's Health",1751-4851,S147236231,2020,minted
POSI-J-025820,j-bench-nutrition-3352,"Nutrition",0899-9007,S59739785,9127,minted
POSI-J-025821,j-bench-nutrition-clinique-et-m-tabolisme-3353,"Nutrition Clinique et Métabolisme",0985-0562,S4210172839,4970,minted
POSI-J-025822,j-bench-nutrition-metabolism-and-cardiovascular-diseases-3354,"Nutrition, Metabolism and Cardiovascular Diseases",0939-4753,S4455515,5711,minted
POSI-J-025823,j-bench-nutrition-research-3355,"Nutrition Research",0271-5317,S123713480,6574,minted
POSI-J-025824,j-bench-nutritional-psychiatry-3356,"Nutritional Psychiatry",3051-1569,S5407055068,42,minted
POSI-J-025825,j-bench-obesity-medicine-3357,"Obesity Medicine",2451-8476,S2898532908,705,minted
POSI-J-011135,j-bench-obesity-pillars-3358,"Obesity Pillars",2667-3681,S4210224575,302,reused
POSI-J-025826,j-bench-obesity-research-clinical-practice-3359,"Obesity Research & Clinical Practice",1871-403X,S67314508,2988,minted
POSI-J-025827,j-bench-obstetrics-gynaecology-reproductive-medicine-3360,"Obstetrics, Gynaecology & Reproductive Medicine",1751-7214,S53512003,1593,minted
POSI-J-025828,j-bench-obstetrics-and-gynecology-clinics-of-north-america-3361,"Obstetrics and Gynecology Clinics of North America",0889-8545,S102393136,2810,minted
POSI-J-025829,j-bench-ocean-coastal-management-3362,"Ocean & Coastal Management",0964-5691,S8178725,6234,minted
POSI-J-025830,j-bench-ocean-modelling-3363,"Ocean Modelling",1463-5003,S33756829,2328,minted
POSI-J-003178,j-bench-oceanologia-3364,"Oceanologia",0078-3234,S176690450,1210,reused
POSI-J-025831,j-bench-ocular-genetics-and-omics-3365,"Ocular Genetics and Omics",2949-7817,S4404676700,2,minted
POSI-J-025832,j-bench-the-ocular-surface-3366,"The Ocular Surface",1542-0124,S100849232,2013,minted
POSI-J-011616,j-bench-oil-crop-science-3367,"Oil Crop Science",2096-2428,S4210175926,256,reused
POSI-J-025833,j-bench-omega-3368,"Omega",0305-0483,S4210190151,5199,minted
POSI-J-025834,j-bench-one-earth-3369,"One Earth",2590-3322,S4210191196,1462,minted
POSI-J-002451,j-bench-one-health-3370,"One Health",2352-7714,S2898245483,1631,reused
POSI-J-025835,j-bench-online-social-networks-and-media-3371,"Online Social Networks and Media",2468-6964,S2898299116,244,minted
POSI-J-003928,j-bench-open-ceramics-3372,"Open Ceramics",2666-5395,S4210174163,991,reused
POSI-J-025836,j-bench-open-nuclear-energy-3373,"Open Nuclear Energy",3051-2808,S5407055639,5,minted
POSI-J-005782,j-bench-open-respiratory-archives-3374,"Open Respiratory Archives",2659-6636,S4210236377,678,reused
POSI-J-010624,j-bench-opennano-3375,"OpenNano",2352-9520,S2898377343,301,reused
POSI-J-025837,j-bench-operations-research-data-analytics-and-logistics-3376,"Operations Research, Data Analytics and Logistics",3050-7847,S5407047480,38,minted
POSI-J-025838,j-bench-operations-research-for-health-care-3377,"Operations Research for Health Care",2211-6923,S2764412446,337,minted
POSI-J-025839,j-bench-operations-research-letters-3378,"Operations Research Letters",0167-6377,S27769002,4378,minted
POSI-J-009234,j-bench-operations-research-perspectives-3379,"Operations Research Perspectives",2214-7160,S2898359650,379,reused
POSI-J-025840,j-bench-operative-techniques-in-orthopaedics-3380,"Operative Techniques in Orthopaedics",1048-6666,S59748391,1760,minted
POSI-J-025841,j-bench-operative-techniques-in-otolaryngology-head-and-neck-surgery-3381,"Operative Techniques in Otolaryngology-Head and Neck Surgery",1043-1810,S175287200,2397,minted
POSI-J-025842,j-bench-operative-techniques-in-sports-medicine-3382,"Operative Techniques in Sports Medicine",1060-1872,S152791072,1528,minted
POSI-J-025843,j-bench-operative-techniques-in-thoracic-and-cardiovascular-surgery-3383,"Operative Techniques in Thoracic and Cardiovascular Surgery",1522-2942,S93988828,1245,minted
POSI-J-025844,j-bench-ophthalmology-glaucoma-3384,"Ophthalmology Glaucoma",2589-4196,S2898297012,948,minted
POSI-J-025845,j-bench-ophthalmology-retina-3385,"Ophthalmology Retina",2468-6530,S2764728514,2532,minted
POSI-J-003192,j-bench-ophthalmology-science-3386,"Ophthalmology Science",2666-9145,S4210240620,1252,reused
POSI-J-025846,j-bench-optical-fiber-technology-3387,"Optical Fiber Technology",1068-5200,S71855865,4435,minted
POSI-J-025847,j-bench-optical-materials-3388,"Optical Materials",0925-3467,S199247034,17702,minted
POSI-J-008863,j-bench-optical-materials-x-3389,"Optical Materials: X",2590-1478,S4210223097,391,reused
POSI-J-025848,j-bench-optical-switching-and-networking-3390,"Optical Switching and Networking",1573-4277,S48659482,803,minted
POSI-J-025849,j-bench-optics-laser-technology-3391,"Optics & Laser Technology",0030-3992,S112574528,18914,minted
POSI-J-025850,j-bench-optics-and-lasers-in-engineering-3392,"Optics and Lasers in Engineering",0143-8166,S102728161,8602,minted
POSI-J-025851,j-bench-option-bio-3393,"Option/Bio",0992-5945,S115878092,5622,minted
POSI-J-007724,j-bench-oral-and-maxillofacial-surgery-cases-3394,"Oral and Maxillofacial Surgery Cases",2214-5419,S2898318470,471,reused
POSI-J-025852,j-bench-oral-and-maxillofacial-surgery-clinics-of-north-america-3395,"Oral and Maxillofacial Surgery Clinics of North America",1042-3699,S133005937,2612,minted
POSI-J-025853,j-bench-oral-oncology-3396,"Oral Oncology",1368-8375,S102916872,8671,minted
POSI-J-004847,j-bench-oral-oncology-reports-3397,"Oral Oncology Reports",2772-9060,S4220651467,786,reused
POSI-J-025854,j-bench-oral-surgery-oral-medicine-oral-pathology-and-oral-radiology-3398,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",2212-4403,S985209115,14569,minted
POSI-J-025855,j-bench-orbis-3399,"Orbis",0030-4387,S21901927,2289,minted
POSI-J-025856,j-bench-ore-and-energy-resource-geology-3400,"Ore and Energy Resource Geology",2666-2612,S4210207485,131,minted
POSI-J-000818,j-bench-ore-geology-reviews-3401,"Ore Geology Reviews",0169-1368,S29724373,7103,reused
POSI-J-025857,j-bench-organic-electronics-3402,"Organic Electronics",1566-1199,S99846442,7708,minted
POSI-J-025858,j-bench-organic-geochemistry-3403,"Organic Geochemistry",0146-6380,S196384270,6878,minted
POSI-J-025859,j-bench-organizational-behavior-and-human-decision-processes-3404,"Organizational Behavior and Human Decision Processes",0749-5978,S64744539,2623,minted
POSI-J-025860,j-bench-organizational-dynamics-3405,"Organizational Dynamics",0090-2616,S195297104,1975,minted
POSI-J-025861,j-bench-organs-on-a-chip-3406,"Organs-on-a-Chip",2666-1020,S4210208567,33,minted
POSI-J-025862,j-bench-originality-3407,"Originality",3051-2700,S7407057285,2,minted
POSI-J-025863,j-bench-orthopaedics-and-trauma-3408,"Orthopaedics and Trauma",1877-1327,S26476035,1517,minted
POSI-J-025864,j-bench-orthopaedics-traumatology-surgery-research-3409,"Orthopaedics & Traumatology: Surgery & Research",1877-0568,S4210170289,4679,minted
POSI-J-025865,j-bench-orthopedic-clinics-of-north-america-3410,"Orthopedic Clinics of North America",0030-5898,S86906467,4454,minted
POSI-J-025866,j-bench-orthoplastic-surgery-3411,"Orthoplastic Surgery",2666-769X,S4210236680,141,minted
POSI-J-005186,j-bench-osteoarthritis-and-cartilage-open-3412,"Osteoarthritis and Cartilage Open",2665-9131,S4210208012,746,reused
POSI-J-025867,j-bench-osteoarthritis-imaging-3413,"Osteoarthritis Imaging",2772-6541,S4210221323,403,minted
POSI-J-025868,j-bench-osteopathische-medizin-3414,"Osteopathische Medizin",1615-9071,S2898401659,2034,minted
POSI-J-005298,j-bench-osteoporosis-and-sarcopenia-3415,"Osteoporosis and Sarcopenia",2405-5255,S2764664432,717,reused
POSI-J-025869,j-bench-otolaryngologic-clinics-of-north-america-3416,"Otolaryngologic Clinics of North America",0030-6665,S32858342,5639,minted
POSI-J-005132,j-bench-otolaryngology-case-reports-3417,"Otolaryngology Case Reports",2468-5488,S2898229552,742,reused
POSI-J-025870,j-bench-oxymag-3418,"Oxymag",0990-1310,S4210209756,959,minted
POSI-J-025871,j-bench-pacific-basin-finance-journal-3419,"Pacific-Basin Finance Journal",0927-538X,S29049940,3190,minted
POSI-J-025872,j-bench-paediatric-respiratory-reviews-3420,"Paediatric Respiratory Reviews",1526-0542,S98953465,2520,minted
POSI-J-025873,j-bench-paediatrics-and-child-health-3421,"Paediatrics and Child Health",1751-7222,S4210200059,2202,minted
POSI-J-025874,j-bench-pain-management-nursing-3422,"Pain Management Nursing",1524-9042,S70928947,3007,minted
POSI-J-025875,j-bench-palaeogeography-palaeoclimatology-palaeoecology-3423,"Palaeogeography, Palaeoclimatology, Palaeoecology",0031-0182,S159210951,15165,minted
POSI-J-025876,j-bench-palaeoworld-3424,"Palaeoworld",1871-174X,S136650500,1165,minted
POSI-J-025877,j-bench-pancreatology-3425,"Pancreatology",1424-3903,S193617204,10998,minted
POSI-J-025878,j-bench-papers-in-regional-science-3426,"Papers in Regional Science",1056-8190,S101788309,4006,minted
POSI-J-025879,j-bench-parallel-computing-3427,"Parallel Computing",0167-8191,S112708030,3500,minted
POSI-J-007121,j-bench-parasite-epidemiology-and-control-3428,"Parasite Epidemiology and Control",2405-6731,S2898382742,510,reused
POSI-J-025880,j-bench-parasitology-international-3429,"Parasitology International",1383-5769,S165236439,4459,minted
POSI-J-025881,j-bench-parkinsonism-related-disorders-3430,"Parkinsonism & Related Disorders",1353-8020,S147691530,12618,minted
POSI-J-003299,j-bench-partial-differential-equations-in-applied-mathematics-3431,"Partial Differential Equations in Applied Mathematics",2666-8181,S4210214501,1166,reused
POSI-J-025882,j-bench-particuology-3432,"Particuology",1674-2001,S62602987,2895,minted
POSI-J-025883,j-bench-pathology-3433,"Pathology",0031-3025,S159118581,16196,minted
POSI-J-025884,j-bench-pathology-research-and-practice-3434,"Pathology - Research and Practice",0344-0338,S73101346,11638,minted
POSI-J-025885,j-bench-patient-education-and-counseling-3435,"Patient Education and Counseling",0738-3991,S39041608,10926,minted
POSI-J-025886,j-bench-pattern-recognition-3436,"Pattern Recognition",0031-3203,S414566,16759,minted
POSI-J-025887,j-bench-pattern-recognition-letters-3437,"Pattern Recognition Letters",0167-8655,S151820558,9812,minted
POSI-J-003941,j-bench-patterns-3438,"Patterns",2666-3899,S4210198061,981,reused
POSI-J-025888,j-bench-peace-and-sustainability-3439,"Peace and Sustainability",2950-6425,S5407037128,31,minted
POSI-J-025889,j-bench-pec-global-3440,"PEC Global",3117-468X,S5407054838,12,minted
POSI-J-007453,j-bench-pec-innovation-3441,"PEC Innovation",2772-6282,S4210173023,495,reused
POSI-J-025890,j-bench-pediatric-clinics-of-north-america-3442,"Pediatric Clinics of North America",0031-3955,S68151621,7730,minted
POSI-J-025891,j-bench-pediatric-dental-journal-3443,"Pediatric Dental Journal",0917-2394,S2765008179,695,minted
POSI-J-025892,j-bench-pediatric-gastroenterology-hepatology-advances-3444,"Pediatric Gastroenterology & Hepatology Advances",3117-583X,,0,minted
POSI-J-001693,j-bench-pediatric-hematology-oncology-journal-3445,"Pediatric Hematology Oncology Journal",2468-1245,S2765074417,2432,reused
